Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Profit,Outlet_Type_LE,Fat_Low Fat,Fat_Regular,Outlet_Size_Ord,Outlet_Location_FreqEnc,Item_Fat_TargetEnc,Item_MRP_std,Sales_mm,Sales_log,Sales_exp,Years_Since_Establishment
14.15,Low Fat,0.095298849,Soft Drinks,171.8,1987,High,Tier 3,Supermarket Type1,3935.5438,13.4,1,True,False,2.0,0.10935116742930893,2157.711533985862,0.4947624355080121,0.29893910027542586,8.278058409197957,3935.543799999999,38
19.7,Low Fat,0.038736781,Hard Drinks,127.4,1997,Small,Tier1,Supermarket Type1,1510.0344,13.9,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.21843963291870133,0.11312863409160462,7.320549728393471,1510.0344000000005,28
11.676739773604321,Low Fat,0.044000492,Health and Hygiene,148.3,1985,Small,Tier1,Grocery Store,296.9468,13.9,0,True,False,0.0,0.2801830341429074,2157.711533985862,0.11727935875063003,0.020197898602468633,5.696914947078256,296.94679999999994,40
13.8,Regular,0.014720848,Canned,89.9,1987,High,Tier 3,Supermarket Type1,1516.6924,14.6,1,False,True,2.0,0.10935116742930893,2224.561170126414,-0.8208062447655875,0.1136386820361114,7.324946302376207,1516.6924000000004,38
18.35,Low Fat,0.099090261,Fruits and Vegetables,94.0,2004,Small,Tier1,Supermarket Type1,555.2772,13.6,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.7549474952036614,0.03998775884933184,6.3212667311613435,555.2772000000001,21
11.3,Low Fat,0.047814463,Household,179.3,2002,Medium,Tier 2,Supermarket Type1,5033.448,14.2,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.6152357578773893,0.3830460063245945,8.524059166570577,5033.448000000001,23
8.35,Regular,0.127066966,Frozen Foods,76.5,1999,Medium,Tier 2,Supermarket Type1,1655.1788,12.5,1,False,True,1.0,0.5879385193007157,2224.561170126414,-1.0360519140655415,0.1242476792818525,7.412268300131247,1655.1787999999997,26
12.65,Regular,0.076474728,Frozen Foods,191.9,2007,Medium,Tier 2,Supermarket Type1,1146.5076,13.1,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.817630939457943,0.08528001632153422,7.045347565006449,1146.5075999999997,18
16.7,Regular,0.042860026,Dairy,120.4,2007,Medium,Tier 2,Supermarket Type1,1668.4948,11.5,1,False,True,1.0,0.5879385193007157,2224.561170126414,-0.33088140046345343,0.12526777517086604,7.420276344673857,1668.4947999999997,18
5.365,Regular,0.141033536,Seafood,173.7,2007,Medium,Tier 2,Supermarket Type1,858.882,13.8,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.5252823438415872,0.06324594511884117,6.75679517053117,858.8819999999996,18
6.52,Low Fat,0.044607161,Canned,164.3,1997,Small,Tier1,Supermarket Type1,2818.3314,13.0,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.37428911313863483,0.21335305518718758,7.944255043622779,2818.3314000000005,28
14.0,Low Fat,0.041283361,Starchy Foods,182.5,2004,Small,Tier1,Supermarket Type1,5452.902,13.6,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.6666377087549901,0.41517902682852187,8.604086594780586,5452.902000000001,21
6.575,Regular,0.075444922,Breads,146.0,1987,High,Tier 3,Supermarket Type1,2612.5992,11.7,1,False,True,2.0,0.10935116742930893,2224.561170126414,0.08033420655735415,0.19759257370192798,7.868483554195598,2612.5991999999997,38
15.35,Low Fat,0.035143024,Household,124.4,2004,Small,Tier1,Supermarket Type1,2093.941,13.6,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.26662896186645224,0.15785983882484952,7.647280669668504,2093.9410000000003,21
6.985,Regular,0.13725257,Meat,183.8,1987,High,Tier 3,Supermarket Type1,2940.1728,14.9,1,False,True,2.0,0.10935116742930893,2224.561170126414,0.6875197512990157,0.22268693257166172,7.986563692353288,2940.172799999999,38
10.8,Low Fat,0.041831008,Health and Hygiene,186.6,1987,High,Tier 3,Supermarket Type1,2261.0568,14.0,1,True,False,2.0,0.10935116742930893,2157.711533985862,0.7324964583169162,0.1706620422319698,7.724029766882464,2261.0568,38
14.85,Low Fat,0.060967038,Household,254.4,2004,Small,Tier1,Supermarket Type1,4566.0564,14.7,1,True,False,0.0,0.2801830341429074,2157.711533985862,1.8215752925360866,0.3472406406202183,8.426624162572288,4566.056400000003,21
11.676739773604321,Regular,0.078943221,Baking Goods,152.7,1985,Medium,Tier 2,Supermarket Type3,1813.6392,14.6,3,False,True,1.0,0.5879385193007157,2224.561170126414,0.18795704120733098,0.13638682036111394,7.503641939059234,1813.6391999999998,40
14.85,Regular,0.053837561,Baking Goods,120.8,1997,Small,Tier1,Supermarket Type1,4287.752,13.4,1,False,True,0.0,0.2801830341429074,2224.561170126414,-0.32445615660375343,0.3259206365398348,8.363751060508896,4287.752000000002,28
9.395,Low Fat,0.039928582,Others,83.3,1987,High,Tier 3,Supermarket Type1,1258.362,14.0,1,True,False,2.0,0.10935116742930893,2157.711533985862,-0.9268227684506396,0.0938488217892482,7.138360522501125,1258.3620000000003,38
13.5,Low Fat,0.021617996,Fruits and Vegetables,179.7,2007,Medium,Tier 2,Supermarket Type1,1810.976,11.9,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.621661001737089,0.13618280118331122,7.502173241482096,1810.9759999999997,18
18.0,Regular,0.143495952,Fruits and Vegetables,88.8,2007,Medium,Tier 2,Supermarket Type1,1062.6168,13.6,1,False,True,1.0,0.5879385193007157,2224.561170126414,-0.838475665379763,0.07885341222074875,6.969430454655927,1062.6167999999996,18
11.676739773604321,Regular,0.157701958,Meat,158.8,1985,Medium,Tier 2,Supermarket Type3,5522.811,14.3,3,False,True,1.0,0.5879385193007157,2224.561170126414,0.28594201006775816,0.4205345302458431,8.616823299606422,5522.810999999996,40
20.0,Low Fat,0.058719568,Health and Hygiene,111.1,2009,Medium,Tier 2,Supermarket Type2,894.8352,13.4,2,True,False,1.0,0.5879385193007157,2157.711533985862,-0.48026832020148136,0.0660002040191778,6.797756467486568,894.8352000000003,16
20.35,Low Fat,0.142618182,Snack Foods,123.2,2007,Medium,Tier 2,Supermarket Type1,1225.072,14.2,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.28590469344555264,0.09129858206671426,7.1115708423410915,1225.0719999999997,18
8.785,Low Fat,0.020573334,Soft Drinks,156.5,2004,Small,Tier1,Supermarket Type1,2162.5184,14.4,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.2489968578744823,0.16311333265326938,7.679491064366468,2162.5184000000004,21
11.676739773604321,Low Fat,0.030208465,Health and Hygiene,35.5,1985,Medium,Tier 2,Supermarket Type3,1693.7952,14.1,3,True,False,1.0,0.5879385193007157,2157.711533985862,-1.6946394096848039,0.12720595735999182,7.435317186555804,1693.7951999999996,40
7.1,Low Fat,0.110234793,Fruits and Vegetables,171.7,2002,Medium,Tier 2,Supermarket Type1,3115.944,14.4,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.49315612454308666,0.2361521983066408,8.044608313613004,3115.943999999998,23
14.85,Low Fat,0.093991286,Baking Goods,141.0,2007,Medium,Tier 2,Supermarket Type1,3277.0676,14.9,1,True,False,1.0,0.5879385193007157,2157.711533985862,1.8658311102657155e-05,0.24849535856370497,8.095009381421827,3277.0675999999985,18
11.3,Regular,0.067001825,Frozen Foods,259.2,2009,Medium,Tier 2,Supermarket Type2,5438.9202,14.1,2,False,True,1.0,0.5879385193007157,2224.561170126414,1.8986782188524878,0.4141079261450576,8.601519670624748,5438.920199999998,16
20.25,Regular,0.076314907,Dairy,196.8,2002,Medium,Tier 2,Supermarket Type1,2731.1116,13.9,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.8963401767392696,0.20667142711414874,7.912830069051104,2731.1115999999993,23
11.676739773604321,Regular,0.022403117,Dairy,250.9,1985,Medium,Tier 2,Supermarket Type3,8217.3036,13.4,3,False,True,1.0,0.5879385193007157,2224.561170126414,1.7653544087637105,0.6269509333877384,9.014119092056173,8217.303599999994,40
11.676739773604321,Low Fat,0.030944666,Snack Foods,186.7,1985,Medium,Tier 2,Supermarket Type3,3715.164,14.3,3,True,False,1.0,0.5879385193007157,2157.711533985862,0.7341027692818411,0.28205651331225134,8.220447232436733,3715.164000000001,40
5.48,Low Fat,0.02528802,Frozen Foods,83.3,1998,Medium,Tier 2,Grocery Store,416.125,13.8,0,True,False,1.0,0.5879385193007157,2157.711533985862,-0.9268227684506396,0.029327756809140064,6.033385937071538,416.12499999999983,27
11.0,Regular,0.057058545,Fruits and Vegetables,241.8,1997,Small,Tier1,Supermarket Type1,3635.268,7.4,1,False,True,0.0,0.2801830341429074,2224.561170126414,1.619180110955533,0.27593593797816995,8.198713159951852,3635.2680000000023,28
14.1,Low Fat,0.0,Dairy,232.0,1999,Medium,Tier 2,Supermarket Type1,1842.9344,13.1,1,True,False,1.0,0.5879385193007157,2157.711533985862,1.4617616363928798,0.1386310313169438,7.519656828646429,1842.9343999999994,26
11.676739773604321,Low Fat,0.05486977,Others,40.5,1985,Small,Tier1,Grocery Store,39.948,13.8,0,True,False,0.0,0.2801830341429074,2157.711533985862,-1.6143238614385524,0.0005100479445067836,3.712302969057524,39.94799999999999,40
6.61,Regular,0.029006239,Snack Foods,186.1,2004,Small,Tier1,Supermarket Type1,2619.2572,13.9,1,False,True,0.0,0.2801830341429074,2224.561170126414,0.7244649034922911,0.19810262164643475,7.871027759875917,2619.257199999999,21
5.94,Low Fat,0.034880143,Canned,177.9,2004,Small,Tier1,Supermarket Type1,4460.86,14.5,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.5927474043684388,0.3391818830970111,8.403320998435694,4460.8600000000015,21
7.975,Low Fat,0.014713909,Baking Goods,83.1,2007,Medium,Tier 2,Supermarket Type1,2579.975,14.4,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.9300353903804898,0.19509333877384472,7.85592251350355,2579.974999999999,18
12.65,Low Fat,0.047237246,Others,112.5,1997,Small,Tier1,Supermarket Type1,787.6414,14.4,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.45777996669253085,0.05778843211261859,6.670311718163445,787.6414000000001,28
11.15,Low Fat,0.032306341,Health and Hygiene,166.4,1999,Medium,Tier 2,Supermarket Type1,986.7156,13.1,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.4080216434020604,0.07303886565337142,6.895394802058869,986.7156000000002,26
6.825,Low Fat,0.100171568,Health and Hygiene,262.7,1998,Medium,Tier 2,Grocery Store,264.3226,14.0,0,True,False,1.0,0.5879385193007157,2157.711533985862,1.9548991026248639,0.017698663674385395,5.580946444096752,264.3226000000001,27
8.18,Low Fat,0.013130031,Household,142.6,1997,Small,Tier1,Supermarket Type1,709.077,14.4,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.025719633749903045,0.05176986636743854,6.565373414859234,709.0770000000001,28
17.6,Low Fat,0.010096684,Snack Foods,160.5,2007,Medium,Tier 2,Supermarket Type1,2599.2832,14.3,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.3132492964714835,0.1965724778129144,7.863375641154809,2599.2832,18
15.75,Low Fat,0.055015935,Baking Goods,194.3,1999,Medium,Tier 2,Supermarket Type1,2740.4328,14.5,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.8561824026161438,0.20738549423645822,7.916235982415279,2740.4328000000005,26
12.15,Low Fat,0.015460726,Frozen Foods,211.9,1997,Small,Tier1,Supermarket Type1,5890.9984,14.5,1,True,False,0.0,0.2801830341429074,2157.711533985862,1.138893132442949,0.4487401815770683,8.681350506027833,5890.998399999997,28
9.3,Regular,0.02346559,Snack Foods,197.6,1998,Medium,Tier 2,Grocery Store,595.2252,14.8,0,False,True,1.0,0.5879385193007157,2224.561170126414,0.9091906644586695,0.04304804651637254,6.390618448046121,595.2251999999997,27
13.5,Regular,0.017932223,Snack Foods,78.8,2009,Medium,Tier 2,Supermarket Type2,239.688,14.0,2,False,True,1.0,0.5879385193007157,2224.561170126414,-0.999106761872266,0.015811486279710293,5.483501488955468,239.68799999999993,16
9.695,Regular,0.047420609,Frozen Foods,246.0,2004,Small,Tier1,Supermarket Type1,4165.2448,13.5,1,False,True,0.0,0.2801830341429074,2224.561170126414,1.686645171482384,0.31653575436090997,8.334770381496359,4165.244800000003,21
11.676739773604321,Regular,0.062547321,Baking Goods,88.4,1985,Medium,Tier 2,Supermarket Type3,2067.309,14.5,3,False,True,1.0,0.5879385193007157,2224.561170126414,-0.844900909239463,0.1558196470468224,7.634486644195511,2067.309,40
20.5,Regular,0.112410046,Fruits and Vegetables,192.2,1997,Small,Tier1,Supermarket Type1,3874.956,13.4,1,False,True,0.0,0.2801830341429074,2224.561170126414,0.8224498723527178,0.2942976639804142,8.262547621037038,3874.9559999999983,28
14.85,Regular,0.019511288,Dairy,262.6,1997,Small,Tier1,Supermarket Type1,4996.829,10.7,1,False,True,0.0,0.2801830341429074,2224.561170126414,1.9532927916599394,0.38024074262980717,8.516758897124122,4996.829,28
13.0,Low Fat,0.041789718,Household,256.1,1987,High,Tier 3,Supermarket Type1,2550.014,13.3,1,True,False,2.0,0.10935116742930893,2157.711533985862,1.8488825789398124,0.19279812302356422,7.844246206170657,2550.014,38
7.075,Low Fat,0.022548195,Frozen Foods,95.7,1987,High,Tier 3,Supermarket Type1,583.2408,13.4,1,True,False,2.0,0.10935116742930893,2157.711533985862,-0.7276402087999359,0.04212996021626033,6.370313226611205,583.2408000000003,38
17.85,Regular,0.046599684,Fruits and Vegetables,125.1,2004,Small,Tier1,Supermarket Type1,1981.4208,14.1,1,False,True,0.0,0.2801830341429074,2224.561170126414,-0.2553847851119772,0.1492400285626849,7.59207400315236,1981.4208000000006,21
10.6,Low Fat,0.095064731,Dairy,232.5,1998,Medium,Tier 2,Grocery Store,697.0926,14.5,0,True,False,1.0,0.5879385193007157,2157.711533985862,1.469793191217505,0.050851780067326324,6.548351758719629,697.0925999999998,27
9.695,Regular,0.029283081,Canned,175.1,2009,Medium,Tier 2,Supermarket Type2,3705.177,14.2,2,False,True,1.0,0.5879385193007157,2224.561170126414,0.5477706973505377,0.28129144139549117,8.217756166093373,3705.1770000000006,16
12.65,Low Fat,0.042383069,Household,108.1,2009,Medium,Tier 2,Supermarket Type2,1607.907,14.3,2,True,False,1.0,0.5879385193007157,2157.711533985862,-0.5284576491492323,0.12062633887585433,7.383310345446207,1607.9069999999995,16
5.945,Low Fat,0.155706798,Household,128.0,1998,Medium,Tier 2,Grocery Store,645.826,13.7,0,True,False,1.0,0.5879385193007157,2157.711533985862,-0.20880176712915124,0.0469244108946241,6.472077324792378,645.8259999999998,27
17.5,Low Fat,0.016767995,Meat,141.4,2002,Medium,Tier 2,Supermarket Type1,1957.452,13.1,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.006443902170802868,0.14740385596246047,7.579909644253083,1957.4519999999995,23
7.39,Low Fat,0.120961347,Others,143.8,2007,Medium,Tier 2,Supermarket Type1,4866.998,14.1,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.04499536532900368,0.3702948077119249,8.49043804326099,4866.998000000002,18
9.8,Low Fat,0.178622919,Fruits and Vegetables,177.9,1998,Medium,Tier 2,Grocery Store,176.437,13.6,0,True,False,1.0,0.5879385193007157,2157.711533985862,0.5927474043684388,0.01096603080689585,5.178615616335596,176.4370000000001,27
11.8,Regular,0.02633607,Canned,40.6,1987,High,Tier 3,Supermarket Type1,406.138,13.2,1,False,True,2.0,0.10935116742930893,2224.561170126414,-1.6127175504736275,0.028562684892379883,6.00915219431166,406.1379999999999,38
8.895,Low Fat,0.126287542,Hard Drinks,235.6,1998,Medium,Tier 2,Grocery Store,468.7232,9.6,0,True,False,1.0,0.5879385193007157,2157.711533985862,1.5195888311301808,0.03335713557074366,6.152143585042865,468.72320000000013,27
11.8,Low Fat,0.11350542,Soft Drinks,186.9,1999,Medium,Tier 2,Supermarket Type1,2961.4784,14.6,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.7373153912116914,0.22431908599408343,7.993781494277566,2961.4784000000004,26
11.676739773604321,Regular,0.094201477,Meat,213.4,1985,Medium,Tier 2,Supermarket Type3,6817.792,14.5,3,False,True,1.0,0.5879385193007157,2224.561170126414,1.1629877969168243,0.5197388554524126,8.82743760904912,6817.791999999996,40
17.25,Regular,0.125224466,Breakfast,41.2,1997,Small,Tier1,Supermarket Type1,679.116,12.1,1,False,True,0.0,0.2801830341429074,2224.561170126414,-1.6030796846840771,0.049474650617158014,6.522263371856928,679.116,28
11.35,Regular,0.005561798,Fruits and Vegetables,168.4,2007,Medium,Tier 2,Supermarket Type1,3225.801,12.2,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.44014786270056094,0.24456798939100274,8.07924652296732,3225.8009999999995,18
19.25,Low Fat,0.101980245,Dairy,54.4,2002,Medium,Tier 2,Supermarket Type1,873.5296,13.1,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.3910466373139732,0.0643680505967561,6.7736861417989225,873.5296000000002,23
19.7,Regular,0.081193712,Baking Goods,198.4,2007,Medium,Tier 2,Supermarket Type1,2553.343,13.3,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.9220411521780699,0.19305314699581758,7.845550326713768,2553.342999999999,18
14.0,Low Fat,0.024369007,Household,40.2,1999,Medium,Tier 2,Supermarket Type1,922.7988,14.9,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.6191427943333274,0.0681424053861063,6.828494299013197,922.7987999999998,26
8.355,Low Fat,0.188619537,Canned,146.4,2007,Medium,Tier 2,Supermarket Type1,3089.9778,14.0,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.08675945041705437,0.23416301132306439,8.036242759964622,3089.9777999999988,18
15.1,Regular,0.094037291,Fruits and Vegetables,62.3,1999,Medium,Tier 2,Supermarket Type1,495.3552,14.3,1,False,True,1.0,0.5879385193007157,2224.561170126414,-1.264148071084896,0.03539732734877079,6.207291799459145,495.35520000000014,26
12.1,Low Fat,0.030188505,Canned,77.4,2002,Medium,Tier 2,Supermarket Type1,612.536,13.4,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.0215951153812164,0.04437417117209017,6.419238942135981,612.536,23
8.185,Low Fat,0.046578409,Fruits and Vegetables,48.7,2002,Medium,Tier 2,Supermarket Type1,1182.4608,14.1,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.4826063623146999,0.08803427522187086,7.07619830631001,1182.4607999999996,23
11.676739773604321,Regular,0.223985293,Soft Drinks,186.3,1985,Small,Tier1,Grocery Store,555.2772,14.8,0,False,True,0.0,0.2801830341429074,2224.561170126414,0.7276775254221414,0.03998775884933184,6.3212667311613435,555.2772000000001,40
15.5,Regular,0.085763562,Frozen Foods,49.1,1987,High,Tier 3,Supermarket Type1,295.6152,14.0,1,False,True,2.0,0.10935116742930893,2224.561170126414,-1.476181118455,0.020095889013567278,5.6924356758620664,295.6151999999999,38
14.0,Regular,0.105145451,Frozen Foods,144.3,1997,Small,Tier1,Supermarket Type1,4844.3608,14.7,1,False,True,0.0,0.2801830341429074,2224.561170126414,0.05302692015362883,0.3685606447006019,8.485776990076475,4844.3607999999995,28
18.0,Low Fat,0.019382568,Health and Hygiene,129.4,2004,Small,Tier1,Supermarket Type1,3340.9844,13.5,1,True,False,0.0,0.2801830341429074,2157.711533985862,-0.18631341362020074,0.2533918188309701,8.11432004128089,3340.984399999998,21
9.6,Low Fat,0.0,Soft Drinks,166.5,1999,Medium,Tier 2,Supermarket Type1,3509.4318,14.2,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.4096279543669853,0.26629603182699174,8.163494328836599,3509.4318000000003,26
11.676739773604321,Low Fat,0.093002339,Fruits and Vegetables,177.8,1985,Medium,Tier 2,Supermarket Type3,4921.5936,14.2,3,True,False,1.0,0.5879385193007157,2157.711533985862,0.5911410934035138,0.3744772008568806,8.501590825060791,4921.5936,40
9.6,Low Fat,0.035549527,Snack Foods,244.1,1987,High,Tier 3,Supermarket Type1,5346.374,14.1,1,True,False,2.0,0.10935116742930893,2157.711533985862,1.6561252631488084,0.4070182597164133,8.58436087826662,5346.374000000001,38
11.676739773604321,Low Fat,0.054720642,Frozen Foods,107.8,1985,Medium,Tier 2,Supermarket Type3,2387.5588,13.1,3,True,False,1.0,0.5879385193007157,2157.711533985862,-0.5332765820440073,0.18035295317759867,7.7784454504880625,2387.558799999999,40
16.7,Regular,0.052708138,Frozen Foods,114.7,2007,Medium,Tier 2,Supermarket Type1,2404.8696,14.6,1,False,True,1.0,0.5879385193007157,2224.561170126414,-0.42244112546418017,0.18167907783331633,7.785666697227132,2404.8696000000004,18
9.3,Low Fat,0.089144149,Canned,145.0,1999,Medium,Tier 2,Supermarket Type1,1011.3502,13.7,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.06427109690810386,0.07492604304804652,6.920029837417638,1011.3501999999999,26
8.1,Low Fat,0.128011859,Fruits and Vegetables,211.0,2004,Small,Tier1,Supermarket Type1,6371.706,13.1,1,True,False,0.0,0.2801830341429074,2157.711533985862,1.1244363337586236,0.48556564317045803,8.759779462130295,6371.706000000003,21
19.1,Low Fat,0.178272728,Household,172.4,2007,Medium,Tier 2,Supermarket Type1,1551.9798,14.0,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.5044003012975622,0.11634193614199735,7.347930815981029,1551.9798,18
8.88,Low Fat,0.099024124,Household,208.5,2009,Medium,Tier 2,Supermarket Type2,3145.905,14.5,2,True,False,1.0,0.5879385193007157,2157.711533985862,1.0842785596354978,0.23844741405692135,8.054174709128615,3145.9049999999975,16
6.825,Regular,0.046898544,Canned,153.8,2007,Medium,Tier 2,Supermarket Type1,922.7988,13.0,1,False,True,1.0,0.5879385193007157,2224.561170126414,0.20562646182150668,0.0681424053861063,6.828494299013197,922.7987999999998,18
11.5,Regular,0.041994624,Frozen Foods,194.8,2004,Small,Tier1,Supermarket Type1,3475.476,14.0,1,False,True,0.0,0.2801830341429074,2224.561170126414,0.8642139574407689,0.2636947873100072,8.15377441602035,3475.4760000000006,21
7.075,Low Fat,0.022694623,Frozen Foods,98.8,2007,Medium,Tier 2,Supermarket Type1,2527.3768,14.8,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.67784456888726,0.19106396001224116,7.835332794792717,2527.376799999999,18
20.7,Low Fat,0.039467795,Household,151.7,2007,Medium,Tier 2,Supermarket Type1,604.5464,14.1,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.17189393155808066,0.043762113638682036,6.406131190940718,604.5463999999997,18
7.895,Regular,0.061270647,Breakfast,56.8,1999,Medium,Tier 2,Supermarket Type1,343.5528,14.3,1,False,True,1.0,0.5879385193007157,2224.561170126414,-1.3524951741557725,0.02376823421401612,5.842247344312063,343.55279999999993,26
6.86,Low Fat,0.036686158,Household,229.6,2009,Medium,Tier 2,Supermarket Type2,2526.711,14.1,2,True,False,1.0,0.5879385193007157,2157.711533985862,1.4232101732346791,0.19101295521779044,7.835069429111509,2526.7109999999993,16
9.6,Regular,0.014200671,Snack Foods,187.2,1987,High,Tier 3,Supermarket Type1,3214.4824,14.5,1,False,True,2.0,0.10935116742930893,2224.561170126414,0.7421343241064663,0.2437009078853412,8.075732672072144,3214.4823999999976,38
12.1,Low Fat,0.079806266,Household,172.1,1997,Small,Tier1,Supermarket Type1,3422.212,13.1,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.4995813684027869,0.2596144037539529,8.1383345705884,3422.2119999999995,28
11.1,Low Fat,0.059797172,Fruits and Vegetables,151.8,1987,High,Tier 3,Supermarket Type1,1057.9562,13.9,1,True,False,2.0,0.10935116742930893,2157.711533985862,0.17350024252300608,0.07849637865959401,6.965038984972696,1057.9561999999999,38
9.5,Low Fat,0.0,Hard Drinks,191.0,2002,Medium,Tier 2,Supermarket Type1,3025.3952,12.5,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.8031741407736176,0.22921554626134855,8.01512748727474,3025.395200000002,23
21.0,Low Fat,0.049381666,Snack Foods,193.0,1999,Medium,Tier 2,Supermarket Type1,1549.9824,11.6,1,True,False,1.0,0.5879385193007157,2157.711533985862,0.8353003600721182,0.11618892175864533,7.346643815594425,1549.9824000000006,26
5.46,Regular,0.107057186,Fruits and Vegetables,145.0,1997,Small,Tier1,Supermarket Type1,2022.7004,14.4,1,False,True,0.0,0.2801830341429074,2224.561170126414,0.06427109690810386,0.15240232581862695,7.61268299573535,2022.7004,28
11.676739773604321,Regular,0.109274313,Fruits and Vegetables,225.3,1985,Small,Tier1,Grocery Store,677.1186,14.1,0,False,True,0.0,0.2801830341429074,2224.561170126414,1.354138801742903,0.049321636233805984,6.51932219889627,677.1186000000001,40
17.6,Low Fat,0.018889593,Health and Hygiene,236.3,1987,High,Tier 3,Supermarket Type1,4727.18,13.2,1,True,False,2.0,0.10935116742930893,2157.711533985862,1.5308330078846564,0.3595838008772825,8.461295629427239,4727.1799999999985,38
20.35,Low Fat,0.021369722,Household,75.8,2002,Medium,Tier 2,Supermarket Type1,154.4656,13.6,1,True,False,1.0,0.5879385193007157,2157.711533985862,-1.0472960908200168,0.009282872590023462,5.046424485281171,154.4656,23
7.39,Low Fat,0.092927148,Household,249.5,1999,Medium,Tier 2,Supermarket Type1,4267.1122,14.5,1,True,False,1.0,0.5879385193007157,2157.711533985862,1.7428660552547601,0.3243394879118637,8.358926900735897,4267.1122,26
11.676739773604321,Regular,0.113139486,Starchy Foods,93.0,1985,Small,Tier1,Grocery Store,183.7608,12.1,0,False,True,0.0,0.2801830341429074,2224.561170126414,-0.7710106048529117,0.011527083545853311,5.219062015494576,183.76080000000002,40
9.195,Regular,0.117387066,Snack Foods,160.3,1987,High,Tier 3,Supermarket Type1,4492.8184,14.7,1,False,True,2.0,0.10935116742930893,2224.561170126414,0.31003667454163364,0.3416301132306437,8.410458042493989,4492.818399999998,38
17.1,Low Fat,0.038730229,Household,166.3,2004,Small,Tier1,Supermarket Type1,4807.7418,14.1,1,True,False,0.0,0.2801830341429074,2157.711533985862,0.4064153324371354,0.3657553810058145,8.4781907488402,4807.741799999999,21
13.0,Regular,0.030211742,Canned,59.3,2009,Medium,Tier 2,Supermarket Type2,539.298,6.4,2,False,True,1.0,0.5879385193007157,2224.561170126414,-1.3123374000326469,0.03876364378251556,6.292120839195936,539.2979999999998,16
15.5,Low Fat,0.032924463,Baking Goods,107.3,1999,Medium,Tier 2,Supermarket Type1,2143.876,13.8,1,True,False,1.0,0.5879385193007157,2157.711533985862,-0.5413081368686324,0.16168519840865042,7.6708370208333125,2143.876000000001,26
8.695,Low Fat,0.120022543,Household,94.8,2009,Medium,Tier 2,Supermarket Type2,1428.141,14.5,2,True,False,1.0,0.5879385193007157,2157.711533985862,-0.7420970074842612,0.10685504437417118,7.264828843461144,1428.141,16
11.676739773604321,Regular,0.037388493,Snack Foods,107.8,1985,Medium,Tier 2,Supermarket Type3,1410.8302,13.7,3,False,True,1.0,0.5879385193007157,2224.561170126414,-0.5332765820440073,0.10552891971845355,7.252642155864473,1410.8301999999999,40
7.5,Low Fat,0.096413261,Household,55.4,1997,Small,Tier1,Supermarket Type1,1030.6584,13.1,1,True,False,0.0,0.2801830341429074,2157.711533985862,-1.3749835276647229,0.07640518208711619,6.938922883494412,1030.6583999999996,28
7.485,Low Fat,0.069405301,Snack Foods,112.1,2009,Medium,Tier 2,Supermarket Type2,1105.228,14.0,2,True,False,1.0,0.5879385193007157,2157.711533985862,-0.4642052105522311,0.08211771906559218,7.00871130911874,1105.2279999999998,16
