,ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price,coordinates,latitude,longitude
8867,8867,Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,SoechHa,1409,2.0,2.0,95.0,"13.0196325, 77.55406049999999",13.0196325,77.55406049999999
8868,8868,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1212,2.0,1.0,56.9,"12.9880043, 77.6893675",12.9880043,77.6893675
8869,8869,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,VBpleMa,1140,2.0,2.0,26.49,"12.8479159, 77.6528024",12.8479159,77.6528024
8870,8870,Super built-up  Area,19-Sep,Hegde Nagar,3 BHK,SoisoCa,2087.01,3.0,2.0,115.0,"13.0675728, 77.63355729999999",13.0675728,77.63355729999999
8871,8871,Super built-up  Area,Ready To Move,Jalahalli East,1 BHK,ShshaSa,750 - 800,1.0,0.0,34.1,"13.0699231, 77.54485989999999",13.0699231,77.54485989999999
8872,8872,Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,PualeSk,1700,3.0,1.0,118.0,"12.910911, 77.6844166",12.910911,77.6844166
8873,8873,Super built-up  Area,Ready To Move,Carmelaram,3 BHK,DSensn ,1660 - 1805,3.0,0.0,91.855,"12.9061527, 77.7065754",12.9061527,77.7065754
8874,8874,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,,1110,2.0,1.0,52.0,"12.9148603, 77.5206395",12.9148603,77.5206395
8875,8875,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1000,2.0,1.0,28.88,"12.8441489, 77.6793813",12.8441489,77.6793813
8876,8876,Plot  Area,Ready To Move,Marathahalli,7 Bedroom,,1550,7.0,3.0,160.0,"12.956924, 77.701127",12.956924,77.701127
8877,8877,Built-up  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,Theanmp,2704,5.0,0.0,105.0,"12.8967455, 77.86674160000001",12.8967455,77.86674160000001
8878,8878,Plot  Area,Ready To Move,Vidya Nagar,2 Bedroom,,3760,2.0,0.0,280.0,"14.4997209, 75.8098141",14.4997209,75.8098141
8879,8879,Plot  Area,Ready To Move,Hormavu,5 Bedroom,,1600,5.0,2.0,140.0,"13.0326328, 77.6583345",13.0326328,77.6583345
8880,8880,Super built-up  Area,19-Dec,Bhoganhalli,2 BHK,Rosha I,1205,2.0,2.0,64.47,"12.9257252, 77.7002566",12.9257252,77.7002566
8881,8881,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,,1418,2.0,2.0,105.0,"12.9918835, 77.7266088",12.9918835,77.7266088
8882,8882,Built-up  Area,Ready To Move,Ardendale,3 BHK,Mahtsba,1650,3.0,3.0,82.0,"13.027451, 77.7609435",13.027451,77.7609435
8883,8883,Plot  Area,Ready To Move,MS Pallya,7 Bedroom,,1200,7.0,2.0,139.0,"13.0826693, 77.54736919999999",13.0826693,77.54736919999999
8884,8884,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Music C,1150,2.0,1.0,38.0,"12.8452145, 77.6601695",12.8452145,77.6601695
8885,8885,Super built-up  Area,Ready To Move,Byadarahalli,3 BHK,HMriast,3071,4.0,,300.0,"12.9901917, 77.47943699999999",12.9901917,77.47943699999999
8886,8886,Built-up  Area,Ready To Move,Dasanapura,4 Bedroom,,2400,5.0,2.0,100.0,"13.0700786, 77.4291142",13.0700786,77.4291142
8887,8887,Built-up  Area,Ready To Move,Singapura Village,2 BHK,Juoryma,850,2.0,0.0,34.0,"13.0807297, 77.5363395",13.0807297,77.5363395
8888,8888,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,NaonySy,1580,3.0,1.0,83.74,"12.9148603, 77.5206395",12.9148603,77.5206395
8889,8889,Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216,2.0,1.0,84.03,"12.9698196, 77.7499721",12.9698196,77.7499721
8890,8890,Carpet  Area,20-Dec,Kanakpura Road,1 BHK,Roiti A,381,1.0,1.0,28.0,"12.8630149, 77.5312772",12.8630149,77.5312772
8891,8891,Built-up  Area,18-Feb,KR Puram,9 BHK,,4600,9.0,2.0,200.0,"13.0169992, 77.7044335",13.0169992,77.7044335
8892,8892,Super built-up  Area,Ready To Move,Hebbal,2 BHK,,1040,2.0,1.0,55.0,"13.0353557, 77.59878739999999",13.0353557,77.59878739999999
8893,8893,Built-up  Area,18-Apr,Choodasandra,4 Bedroom,LGifeew,2429,3.0,1.0,210.0,"12.88563, 77.6805328",12.88563,77.6805328
8894,8894,Super built-up  Area,Ready To Move,Akshaya Vana,3 BHK,Rainet ,1260,2.0,1.0,49.0,"12.8677707, 77.6120835",12.8677707,77.6120835
8895,8895,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1498,3.0,2.0,74.9,"12.8630149, 77.5312772",12.8630149,77.5312772
8896,8896,Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,,1200,2.0,2.0,65.0,"13.0810718, 77.55616669999999",13.0810718,77.55616669999999
8897,8897,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1355,2.0,1.0,72.9,"12.8452145, 77.6601695",12.8452145,77.6601695
8898,8898,Built-up  Area,Ready To Move,Canara Bank Layout,3 BHK,Fosic C,1450,3.0,1.0,65.0,"13.0704009, 77.5771658",13.0704009,77.5771658
8899,8899,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,,1860,3.0,2.0,168.0,"13.0250302, 77.53402419999999",13.0250302,77.53402419999999
8900,8900,Built-up  Area,Ready To Move,Whitefield,2 BHK,,1240,2.0,2.0,70.0,"12.9698196, 77.7499721",12.9698196,77.7499721
8901,8901,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,NevenLi,1300,2.0,2.0,55.0,"12.8630149, 77.5312772",12.8630149,77.5312772
8902,8902,Plot  Area,Ready To Move,Kundalahalli,4 Bedroom,Roima A,2500,5.0,2.0,245.0,"12.9689968, 77.72088529999999",12.9689968,77.72088529999999
8903,8903,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1950,4.0,2.0,120.0,"13.0196325, 77.55406049999999",13.0196325,77.55406049999999
8904,8904,Super built-up  Area,Ready To Move,Ambalipura,3 BHK,Maorai ,1625,2.0,2.0,145.0,"12.9150108, 77.6700766",12.9150108,77.6700766
8905,8905,Super built-up  Area,18-Jul,Electronic City,2 BHK,,1200,2.0,2.0,30.0,"12.8452145, 77.6601695",12.8452145,77.6601695
8906,8906,Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,,1101,2.0,2.0,66.0,"13.0075666, 77.65046640000001",13.0075666,77.65046640000001
8907,8907,Super built-up  Area,18-Mar,Whitefield,2 BHK,Prtates,1216,2.0,1.0,72.5,"12.9698196, 77.7499721",12.9698196,77.7499721
8908,8908,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1250,2.0,3.0,50.0,"12.9069823, 77.552059",12.9069823,77.552059
8909,8909,Plot  Area,Ready To Move,Samethanahalli,3 Bedroom,,2100,3.0,0.0,70.0,"12.9793807, 77.7914694",12.9793807,77.7914694
8910,8910,Built-up  Area,Ready To Move,Ananth Nagar,3 BHK,VmlleRo,1470,3.0,2.0,54.0,"12.8389444, 77.6898209",12.8389444,77.6898209
8911,8911,Super built-up  Area,22-Dec,Bannerghatta Road,3 BHK,PrarePa,1365,3.0,1.0,76.18,"12.8741876, 77.5946855",12.8741876,77.5946855
8912,8912,Super built-up  Area,18-Jul,Hosa Road,2 BHK,Mahesr ,1364,2.0,1.0,64.79,"12.8705558, 77.6557601",12.8705558,77.6557601
8913,8913,Super built-up  Area,20-Dec,Banashankari Stage VI,2 BHK,Brens7 ,1180,2.0,1.0,59.47,"12.9248711, 77.5662406",12.9248711,77.5662406
8914,8914,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,1800,3.0,2.0,130.0,"12.8978624, 77.58450839999999",12.8978624,77.58450839999999
8915,8915,Super built-up  Area,Ready To Move,Kothannur,2 BHK,,1350,2.0,2.0,42.0,"12.8742275, 77.5773449",12.8742275,77.5773449
8916,8916,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1573,3.0,2.0,98.0,"13.0559193, 77.6324513",13.0559193,77.6324513
8917,8917,Super built-up  Area,Ready To Move,Nallurhalli,3 BHK,Adevo S,1620,3.0,3.0,95.0,"12.9704803, 77.73291309999999",12.9704803,77.73291309999999
8918,8918,Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,,1072,2.0,1.0,42.87,"12.8806617, 77.55758039999999",12.8806617,77.55758039999999
8919,8919,Built-up  Area,Ready To Move,Bagalakunte,1 BHK,,560,1.0,1.0,21.0,"13.052706, 77.4954875",13.052706,77.4954875
8920,8920,Super built-up  Area,Ready To Move,Coconut Grove Layout,2 BHK,Srarkav,1156,2.0,2.0,46.0,"13.0273665, 77.6557601",13.0273665,77.6557601
8921,8921,Built-up  Area,18-Dec,Kudlu Gate,2 BHK,,1336,2.0,1.0,86.0,"12.890984, 77.6400098",12.890984,77.6400098
8922,8922,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,1200,2.0,1.0,20.0,"12.8452145, 77.6601695",12.8452145,77.6601695
8923,8923,Super built-up  Area,Ready To Move,Marathahalli,4 BHK,Asintas,3400,4.0,3.0,235.0,"12.956924, 77.701127",12.956924,77.701127
8924,8924,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1608,3.0,3.0,54.51,"12.9148603, 77.5206395",12.9148603,77.5206395
8925,8925,Super built-up  Area,18-Dec,JP Nagar,4 BHK,Pehtsa ,4000,4.0,3.0,441.0,"12.9063433, 77.5856825",12.9063433,77.5856825
8926,8926,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1215,2.0,2.0,40.0,"12.9698196, 77.7499721",12.9698196,77.7499721
8927,8927,Built-up  Area,Ready To Move,Cox Town,2 BHK,,1100,2.0,1.0,166.0,"12.9965726, 77.6303226",12.9965726,77.6303226
8928,8928,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soinequ,1517,3.0,3.0,100.0,"12.9269824, 77.6693608",12.9269824,77.6693608
8929,8929,Super built-up  Area,Ready To Move,Mallasandra,2 BHK,,1565,2.0,2.0,69.0,"13.0606824, 77.5117782",13.0606824,77.5117782
8930,8930,Plot  Area,Ready To Move,Palace Guttahalli,6 Bedroom,,1680,4.0,1.0,250.0,"12.9974138, 77.5780424",12.9974138,77.5780424
8931,8931,Super built-up  Area,Ready To Move,Whitefield,3 BHK,UKe 2nz,2025,4.0,2.0,115.0,"12.9698196, 77.7499721",12.9698196,77.7499721
8932,8932,Super built-up  Area,19-Jun,Jalahalli,2 BHK,DSata S,1057,2.0,1.0,34.71,"13.0454314, 77.5478699",13.0454314,77.5478699
8933,8933,Super built-up  Area,Ready To Move,Sadashiva Nagar,3 BHK,,3850,3.0,3.0,650.0,"13.0068182, 77.5812849",13.0068182,77.5812849
8934,8934,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Peles P,1044,2.0,2.0,34.0,"12.8575579, 77.7864057",12.8575579,77.7864057
8935,8935,Built-up  Area,Ready To Move,Domlur,3 BHK,Srhida ,1695,3.0,2.0,125.0,"12.9609857, 77.6387316",12.9609857,77.6387316
8936,8936,Super built-up  Area,18-Jun,Ramagondanahalli,3 BHK,ViistLa,1635,3.0,1.0,61.0,"12.9558171, 77.7409162",12.9558171,77.7409162
8937,8937,Super built-up  Area,Ready To Move,Hiremath Layout,2 BHK,,1140,2.0,2.0,56.0,"13.0476536, 77.6429642",13.0476536,77.6429642
8938,8938,Built-up  Area,Ready To Move,Electronic City,2 BHK,Itvir M,1150,2.0,2.0,35.0,"12.8452145, 77.6601695",12.8452145,77.6601695
8939,8939,Built-up  Area,Ready To Move,Yelachenahalli,2 BHK,PuontBe,1110,2.0,2.0,110.0,"12.9004352, 77.5712222",12.9004352,77.5712222
8940,8940,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1163,2.0,2.0,64.08,"13.0250302, 77.53402419999999",13.0250302,77.53402419999999
8941,8941,Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,Soowsa ,1418,2.0,2.0,65.0,"12.9520393, 77.72088529999999",12.9520393,77.72088529999999
8942,8942,Built-up  Area,18-Apr,Varthur,2 BHK,Uptusol,1155,2.0,1.0,60.0,"12.9388787, 77.7412047",12.9388787,77.7412047
8943,8943,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,PrarePa,1115,2.0,2.0,78.0,"12.8741876, 77.5946855",12.8741876,77.5946855
8944,8944,Built-up  Area,Ready To Move,Sanjeevini Nagar,3 BHK,Betatsi,2250,3.0,,180.0,"13.0549504, 77.58882489999999",13.0549504,77.58882489999999
8945,8945,Super built-up  Area,Ready To Move,NGR Layout,2 BHK,,1020,2.0,2.0,48.45,"12.9106725, 77.62354130000001",12.9106725,77.62354130000001
8946,8946,Super built-up  Area,Ready To Move,Naidu Layout,3 BHK,,1485,3.0,2.0,78.0,"12.917518, 77.545462",12.917518,77.545462
8947,8947,Plot  Area,Ready To Move,Whitefield,4 Bedroom,,1920,5.0,2.0,250.0,"12.9698196, 77.7499721",12.9698196,77.7499721
8948,8948,Plot  Area,Ready To Move,Shingapura,1 Bedroom,,1350,2.0,0.0,45.0,"13.0747356, 77.5376929",13.0747356,77.5376929
8949,8949,Super built-up  Area,Ready To Move,8th block Koramangala,2 BHK,,1209,2.0,2.0,100.0,"12.9307317, 77.6293025",12.9307317,77.6293025
8950,8950,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,MBodsen,1089,2.0,1.0,43.55,"12.8741077, 77.57917290000002",12.8741077,77.57917290000002
8951,8951,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Shana S,1445,2.0,2.0,82.0,"13.1154662, 77.6069977",13.1154662,77.6069977
8952,8952,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1250,2.0,2.0,50.0,"12.9069823, 77.552059",12.9069823,77.552059
8953,8953,Super built-up  Area,18-Jan,SHANTHINAGAR,3 BHK,,1500,3.0,1.0,95.0,"12.8799124, 77.3470243",12.8799124,77.3470243
8954,8954,Super built-up  Area,Ready To Move, Devarachikkanahalli,3 BHK,Wiaysld,1705,3.0,2.0,75.0,"12.8919741, 77.6179588",12.8919741,77.6179588
8955,8955,Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,Gonorir,2200,3.0,2.0,160.0,"12.9783692, 77.6408356",12.9783692,77.6408356
8956,8956,Plot  Area,Ready To Move,Cunningham Road,5 Bedroom,,2925,5.0,3.0,936.0,"12.9875597, 77.5946385",12.9875597,77.5946385
8957,8957,Plot  Area,Ready To Move,Laggere,8 Bedroom,,1800,8.0,1.0,110.0,"13.0097647, 77.5253962",13.0097647,77.5253962
8958,8958,Built-up  Area,Ready To Move,Whitefield,5 Bedroom,Chpana ,7200,5.0,2.0,900.0,"12.9698196, 77.7499721",12.9698196,77.7499721
8959,8959,Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1830,3.0,,90.0,"12.9304278, 77.678404",12.9304278,77.678404
8960,8960,Super built-up  Area,18-Dec,Electronics City Phase 1,3 BHK,Shitt S,1450,3.0,2.0,58.0,"12.8443486, 77.655912",12.8443486,77.655912
8961,8961,Super built-up  Area,Ready To Move,Choodasandra,3 BHK,GRhtiru,1220,3.0,2.0,56.0,"12.88563, 77.6805328",12.88563,77.6805328
8962,8962,Super built-up  Area,Ready To Move,Hoodi,2 BHK,Keers S,1259,2.0,2.0,69.45,"12.9895552, 77.71265710000002",12.9895552,77.71265710000002
8963,8963,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2.0,1.0,73.0,"12.8988533, 77.5439045",12.8988533,77.5439045
8964,8964,Built-up  Area,Ready To Move,Kaggadasapura,3 Bedroom,,2500,5.0,1.0,120.0,"12.9836351, 77.6797411",12.9836351,77.6797411
8965,8965,Built-up  Area,18-Dec,Kudlu Gate,3 BHK,,1919,3.0,2.0,121.0,"12.890984, 77.6400098",12.890984,77.6400098
8966,8966,Plot  Area,Ready To Move,Vishveshwarya Layout,6 Bedroom,,1400,6.0,3.0,160.0,"12.9639778, 77.49728739999999",12.9639778,77.49728739999999
8967,8967,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,2050,3.0,,120.0,"13.0381291, 77.6480793",13.0381291,77.6480793
8968,8968,Built-up  Area,Ready To Move,Basavangudi,2 BHK,,1050,2.0,1.0,103.0,"12.9405997, 77.5737633",12.9405997,77.5737633
8969,8969,Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,,1000,2.0,2.0,60.0,"13.0545047, 77.6036145",13.0545047,77.6036145
8970,8970,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,NaonySy,1640,3.0,1.0,86.8,"12.9148603, 77.5206395",12.9148603,77.5206395
8971,8971,Built-up  Area,Ready To Move,Kumarapalli,3 BHK,BMmesHo,1488,2.0,2.0,65.0,"12.9541248, 77.7201699",12.9541248,77.7201699
8972,8972,Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,,1265,2.0,2.0,53.12,"12.9120815, 77.5462476",12.9120815,77.5462476
8973,8973,Built-up  Area,Ready To Move,Hennur,3 BHK,Bront A,1640,3.0,2.0,120.0,"13.0359337, 77.64314759999999",13.0359337,77.64314759999999
8974,8974,Super built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,HMigond,1719.3,2.0,2.0,88.0,"12.8682661, 77.56337479999999",12.8682661,77.56337479999999
8975,8975,Plot  Area,Ready To Move,Someshwara Layout,4 Bedroom,,1200,4.0,2.0,130.0,"12.9048826, 77.69398269999999",12.9048826,77.69398269999999
8976,8976,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Chsilut,1180,2.0,2.0,70.0,"12.9836351, 77.6797411",12.9836351,77.6797411
8977,8977,Super built-up  Area,Ready To Move,HBR Layout,3 BHK,Visom B,1700,3.0,1.0,110.0,"13.0353236, 77.6284701",13.0353236,77.6284701
8978,8978,Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,,1464,3.0,3.0,56.0,"12.890984, 77.6400098",12.890984,77.6400098
8979,8979,Built-up  Area,Ready To Move,JP Nagar,6 Bedroom,,1800,6.0,0.0,68.0,"12.9063433, 77.5856825",12.9063433,77.5856825
8980,8980,Built-up  Area,Ready To Move,Cox Town,4 Bedroom,,1495,2.0,1.0,300.0,"12.9965726, 77.6303226",12.9965726,77.6303226
8981,8981,Built-up  Area,15-Aug,Yelahanka,2 BHK,Velas V,1225,2.0,2.0,62.0,"13.1154662, 77.6069977",13.1154662,77.6069977
8982,8982,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050,2.0,0.0,68.0,"12.8978624, 77.58450839999999",12.8978624,77.58450839999999
8983,8983,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691,3.0,3.0,120.0,"12.910911, 77.6844166",12.910911,77.6844166
8984,8984,Built-up  Area,Ready To Move,Doopanahalli,3 BHK,,2250,3.0,2.0,199.0,"12.9671852, 77.6385779",12.9671852,77.6385779
8985,8985,Super built-up  Area,Ready To Move,Munivenkatppa Layout,4 BHK,SNiew L,3700,4.0,2.0,314.0,"12.9048058, 77.6042056",12.9048058,77.6042056
8986,8986,Plot  Area,Ready To Move,Jalahalli,8 Bedroom,,1244,6.0,2.0,130.0,"13.0454314, 77.5478699",13.0454314,77.5478699
8987,8987,Plot  Area,Ready To Move,Jay an agar 4 T Block,4 Bedroom,,750,4.0,2.0,120.0,"12.9254199, 77.59184900000001",12.9254199,77.59184900000001
8988,8988,Super built-up  Area,18-Apr,Satyasaibaba Layout,2 BHK,,1190,2.0,3.0,42.25,"13.0063509, 77.718739",13.0063509,77.718739
8989,8989,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2.0,2.0,46.0,"12.9041501, 77.6622042",12.9041501,77.6622042
8990,8990,Super built-up  Area,Ready To Move,Hormavu,2 BHK,,765,2.0,1.0,37.49,"13.0326328, 77.6583345",13.0326328,77.6583345
8991,8991,Super built-up  Area,Ready To Move,Chamrajpet,2 BHK,,730,1.0,2.0,52.0,"12.9569869, 77.5621397",12.9569869,77.5621397
8992,8992,Built-up  Area,Ready To Move,Queens Road,3 BHK,DRnerns,1405,3.0,0.0,169.0,"12.9843371, 77.5973058",12.9843371,77.5973058
8993,8993,Super built-up  Area,20-Dec,Old Madras Road,3 BHK,SheldGr,1350,3.0,1.0,45.9,"13.0213534, 77.7115687",13.0213534,77.7115687
8994,8994,Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,500,1.0,1.0,18.0,"13.1042445, 77.5713193",13.1042445,77.5713193
8995,8995,Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,SuaveRa,1200,2.0,2.0,55.0,"13.0658792, 77.6042056",13.0658792,77.6042056
8996,8996,Built-up  Area,18-Dec,Electronic City,2 BHK,,1165,2.0,1.0,33.64,"12.8452145, 77.6601695",12.8452145,77.6601695
8997,8997,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1400,2.0,2.0,57.0,"12.8978624, 77.58450839999999",12.8978624,77.58450839999999
8998,8998,Plot  Area,Ready To Move,Vaishnavi Layout,4 Bedroom,Prsisge,4800,6.0,2.0,420.0,"13.0776654, 77.5520901",13.0776654,77.5520901
8999,8999,Built-up  Area,Ready To Move,Hormavu,3 BHK,SyidaCr,1668,2.0,,120.0,"13.0326328, 77.6583345",13.0326328,77.6583345
9000,9000,Super built-up  Area,Ready To Move,Kenchenahalli,1 BHK,AriosPa,700,1.0,1.0,35.0,"13.1190497, 77.5852247",13.1190497,77.5852247
9001,9001,Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,MBncele,1485,2.0,1.0,66.0,"12.9001371, 77.58835189999999",12.9001371,77.58835189999999
9002,9002,Super built-up  Area,20-Oct,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,41.0,"12.8630149, 77.5312772",12.8630149,77.5312772
9003,9003,Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,1346,2.0,1.0,100.0,"12.9698196, 77.7499721",12.9698196,77.7499721
9004,9004,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,47.0,"13.2292777, 77.5461785",13.2292777,77.5461785
9005,9005,Super built-up  Area,Ready To Move,Bellari Road,2 BHK,,1050,2.0,1.0,43.5,"13.0877724, 77.5955703",13.0877724,77.5955703
9006,9006,Super built-up  Area,Ready To Move,1st Block Koramangala,3 BHK,LuncyRe,1800,3.0,2.0,53.0,"12.9265132, 77.63615519999999",12.9265132,77.63615519999999
9007,9007,Super built-up  Area,Ready To Move,Electronic City,3 BHK,SJityVe,1609,3.0,3.0,115.0,"12.8452145, 77.6601695",12.8452145,77.6601695
9008,9008,Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,770,1.0,1.0,35.0,"12.8452145, 77.6601695",12.8452145,77.6601695
9009,9009,Built-up  Area,Ready To Move,Kudlu,2 BHK,,1076,2.0,1.0,50.0,"12.8870683, 77.6562206",12.8870683,77.6562206
9010,9010,Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1052,2.0,2.0,51.0,"12.8996676, 77.4826837",12.8996676,77.4826837
9011,9011,Super built-up  Area,18-Apr,Channasandra,2 BHK,Evanaan,1000,2.0,2.0,35.0,"12.979699, 77.761624",12.979699,77.761624
9012,9012,Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,,1000,2.0,1.0,28.88,"12.8159214, 77.6793813",12.8159214,77.6793813
9013,9013,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1262,2.0,1.0,83.0,"13.0559193, 77.6324513",13.0559193,77.6324513
9014,9014,Plot  Area,Ready To Move,Koppa,3 Bedroom,,720,3.0,1.0,48.0,"12.8043514, 77.6435896",12.8043514,77.6435896
9015,9015,Super built-up  Area,Ready To Move,Harsha Layout,1 BHK,,500,1.0,1.0,16.0,"12.9175755, 77.4881219",12.9175755,77.4881219
9016,9016,Super built-up  Area,Ready To Move,Sadashiva Nagar,4 BHK,,3500,4.0,,700.0,"13.0068182, 77.5812849",13.0068182,77.5812849
9017,9017,Built-up  Area,Ready To Move,Shanthala Nagar,3 BHK,Sphts H,1600,3.0,2.0,180.0,"12.9717208, 77.6006245",12.9717208,77.6006245
9018,9018,Super built-up  Area,18-May,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,53.0,"12.9558171, 77.7409162",12.9558171,77.7409162
9019,9019,Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,,1050,3.0,1.0,175.0,"12.9719321, 77.512749",12.9719321,77.512749
9020,9020,Super built-up  Area,Ready To Move,Nyanappana Halli,2 BHK,MyigePr,1140,2.0,2.0,49.0,"12.8799403, 77.6156642",12.8799403,77.6156642
9021,9021,Super built-up  Area,18-May,Old Madras Road,2 BHK,Saesttt,1157,2.0,2.0,47.32,"13.0213534, 77.7115687",13.0213534,77.7115687
9022,9022,Super built-up  Area,18-Jun,RR Nagar,1 BHK,,648,1.0,1.0,34.0,"12.9148603, 77.5206395",12.9148603,77.5206395
9023,9023,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,78.0,"12.8991793, 77.6669909",12.8991793,77.6669909
9024,9024,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1500,3.0,3.0,51.04,"12.9148603, 77.5206395",12.9148603,77.5206395
9025,9025,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2.0,1.0,51.15,"12.9148603, 77.5206395",12.9148603,77.5206395
9026,9026,Built-up  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,,2400,2.0,1.0,125.0,"12.9044382, 77.56492779999999",12.9044382,77.56492779999999
9027,9027,Super built-up  Area,18-Aug,Kundalahalli,3 BHK,Dieldli,1397,3.0,3.0,105.0,"12.9689968, 77.72088529999999",12.9689968,77.72088529999999
9028,9028,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1175,2.0,2.0,47.0,"12.9069823, 77.552059",12.9069823,77.552059
9029,9029,Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,,900,2.0,1.0,60.0,"12.9879576, 77.5374662",12.9879576,77.5374662
9030,9030,Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,NRniad ,2710,3.0,2.0,170.0,"13.0615195, 77.6163803",13.0615195,77.6163803
9031,9031,Super built-up  Area,Ready To Move,Tala Cauvery Layout,3 BHK,Skarkev,1720,2.0,2.0,126.0,"13.0683604, 77.59893090000001",13.0683604,77.59893090000001
9032,9032,Super built-up  Area,Ready To Move,Cambridge Layout,3 BHK,Bhacy L,1756,3.0,2.0,307.0,"12.9725546, 77.6253315",12.9725546,77.6253315
9033,9033,Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Prensya,602,1.0,1.0,38.0,"13.1154662, 77.6069977",13.1154662,77.6069977
9034,9034,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Contsci,1770,3.0,2.0,180.0,"12.910911, 77.6844166",12.910911,77.6844166
9035,9035,Plot  Area,Ready To Move,Kothannur,6 Bedroom,,930,6.0,1.0,150.0,"12.8742275, 77.5773449",12.8742275,77.5773449
9036,9036,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,43.9,"12.9148603, 77.5206395",12.9148603,77.5206395
